data_split,dialogue_id,original_id,speaker,utterance,emotion
train,dailydialog-train-562,train-562,system,That's right Bill. We will have more later on today on the six o'clock news. That's the weather forecast for this morning.,no emotion
train,dailydialog-train-563,train-563,user,"He's been compared to Rimbaud, you know.",no emotion
train,dailydialog-train-563,train-563,system,You mean as in Sylvester Stallone?,no emotion
train,dailydialog-train-563,train-563,user,"No, you idiot. I mean the poet, Arthur Rimbaud - R, I, M, B, A, U, D.",no emotion
train,dailydialog-train-564,train-564,user,I am having a hard time at my job.,sadness
train,dailydialog-train-564,train-564,system,"What's wrong, Julia?",no emotion
train,dailydialog-train-564,train-564,user,"My colleagues quickly get promotions, while I always get sidelined. I don't know what to do anymore.",sadness
train,dailydialog-train-564,train-564,system,Don't give up so soon.,no emotion
train,dailydialog-train-564,train-564,user,But I don't know what else I can do. I am willing to work hard. Sometimes I make mistakes and the boss is not happy.,sadness
train,dailydialog-train-564,train-564,system,Mistakes are just a lessons to learn from.,no emotion
train,dailydialog-train-564,train-564,user,Tell that to my boss.,no emotion
train,dailydialog-train-564,train-564,system,Do you know Abraham Lincoln?,no emotion
train,dailydialog-train-564,train-564,user,Yes.,no emotion
train,dailydialog-train-564,train-564,system,"He grew up poor in Kentucky and barely had a year of schooling, but he went on to become the President of United States.",no emotion
train,dailydialog-train-564,train-564,user,He was also assassinated because of his views.,no emotion
train,dailydialog-train-564,train-564,system,He is known as American's greatest president. Do you know why? Because he fought against slavery and secession at a time in history where others were too afraid to do anything. He succeeded because of his ambition and generous spirit.,no emotion
train,dailydialog-train-564,train-564,user,"Well, if he can become president, then I can at least get a promotion.",happiness
train,dailydialog-train-564,train-564,system,That's the spirit. Never give up on your dream.,happiness
train,dailydialog-train-565,train-565,user,"Well, my particular interest is collecting stamps, especially the rare ones. What about you?",happiness
train,dailydialog-train-565,train-565,system,I'm afraid that's not my cup of tea. I just find skin-diving attracting.,no emotion
train,dailydialog-train-565,train-565,user,So have you ever been to the stamp display of the town?,no emotion
train,dailydialog-train-566,train-566,user,Hello!,no emotion
train,dailydialog-train-566,train-566,system,"Oh, hi!",no emotion
train,dailydialog-train-566,train-566,user,Please allow me to introduce myself. My name is Tom.,no emotion
train,dailydialog-train-566,train-566,system,Pleased to meet you. My name is Alice. Did you just move in next door?,no emotion
train,dailydialog-train-566,train-566,user,"Yes, I did. Have you lived here long?",no emotion
train,dailydialog-train-566,train-566,system,Me? I guess so. I've lived here for about six years now. Have you lived in America very long?,no emotion
train,dailydialog-train-566,train-566,user,"No, not really. When I left Vietnam, I came to America and I lived with a cousin in Dallas for two years. Where do you work, Alice?",no emotion
train,dailydialog-train-566,train-566,system,I teach mathematics at a college. What do you do?,no emotion
train,dailydialog-train-566,train-566,user,I am an accountant at a company.,no emotion
train,dailydialog-train-566,train-566,system,"Well, Tom. It's good to meet you. I have to go now. I am teaching a class this evening, and I need to get to the college.",happiness
train,dailydialog-train-566,train-566,user,"It's nice meeting you too, Alice.",happiness
train,dailydialog-train-566,train-566,system,See you around!,happiness
train,dailydialog-train-566,train-566,user,"Goodbye, Alice.",happiness
train,dailydialog-train-567,train-567,user,Excuse me. I am interested in getting a library card.,no emotion
train,dailydialog-train-567,train-567,system,"Sure, let me give you an application. You can fill it out right here at the counter.",no emotion
train,dailydialog-train-567,train-567,user,"OK, here it is.",no emotion
train,dailydialog-train-567,train-567,system,"Let me take a look at this for you. May I have your driver's license, please?",no emotion
train,dailydialog-train-567,train-567,user,Here's my license and form.,no emotion
train,dailydialog-train-567,train-567,system,You seem to have filled the form out all right. Are you familiar with our rules and fines?,no emotion
train,dailydialog-train-567,train-567,user,"Yes, I know what to do.",no emotion
train,dailydialog-train-567,train-567,system,The hours and limitations are printed on the card and this handout.,no emotion
train,dailydialog-train-567,train-567,user,OK.,no emotion
train,dailydialog-train-567,train-567,system,Thank you for joining the library; we look forward to serving you.,happiness
train,dailydialog-train-568,train-568,user,"Hey, Frank. I heard you got a new job.",no emotion
train,dailydialog-train-568,train-568,system,"Yeah, Judy. I will be working for the Post Office. It's not a bad job.",no emotion
train,dailydialog-train-568,train-568,user,Is it true that you have a heavy work schedule?,no emotion
train,dailydialog-train-568,train-568,system,"That's right. I report to work at 5am everyday, and I only get 45 minutes for lunch.",no emotion
train,dailydialog-train-568,train-568,user,"So, why did you apply for such a demanding job?",no emotion
train,dailydialog-train-568,train-568,system,"Well, the government offers its employees excellent health insurance benefits.",no emotion
train,dailydialog-train-568,train-568,user,"Oh, I see. And can your family utilize 5 the health insurance, too?",no emotion
train,dailydialog-train-568,train-568,system,"Yeah, that's the best part. All of my children can get free medical care.",no emotion
train,dailydialog-train-568,train-568,user,That's a great employment benefit!,happiness
train,dailydialog-train-568,train-568,system,Now you know why I wanted to work for the Post Office!,happiness
train,dailydialog-train-569,train-569,user,He has come to life in the end.,no emotion
train,dailydialog-train-569,train-569,system,"Oh, thank God. We all felt frightened by the bad new about him.",sadness
train,dailydialog-train-569,train-569,user,"Yes. Fortunately, an ambulance passed in the nick of time, and we got him away to hospital.",no emotion
train,dailydialog-train-569,train-569,system,"Right. Unless, who know what will happen.",no emotion
train,dailydialog-train-569,train-569,user,Wish him to be healthy soon.,no emotion
train,dailydialog-train-570,train-570,user,"Harry, do you like the opera?",no emotion
train,dailydialog-train-570,train-570,system,"No, not really.",no emotion
train,dailydialog-train-570,train-570,user,Why is that? It is called real art.,surprise
train,dailydialog-train-570,train-570,system,"Well, it's very expensive and they're usually singing in another language. That kind of gets on my nerves.",no emotion
train,dailydialog-train-570,train-570,user,"Yeah, that makes sense.",no emotion
train,dailydialog-train-571,train-571,user,Lisa wins the first prize in the English speech contest of her college.,no emotion
train,dailydialog-train-571,train-571,system,Really? That's really wonderful. I'm so happy for her.,happiness
train,dailydialog-train-571,train-571,user,But I always feel disappointed. I have many problems with English learning.,sadness
train,dailydialog-train-571,train-571,system,"Honey, cheer up.",no emotion
train,dailydialog-train-571,train-571,user,I feel confused about the grammars.,sadness
train,dailydialog-train-571,train-571,system,I'm sure you'll do fine if you try your best.,no emotion
train,dailydialog-train-571,train-571,user,And my writing is not good. I feel so frustrated.,sadness
train,dailydialog-train-571,train-571,system,"Be confident, and never give up.",no emotion
train,dailydialog-train-571,train-571,user,"I know that, mom. But sometimes I'm just sad.",sadness
train,dailydialog-train-571,train-571,system,Keep your chin up. Remember? Nothing is impossible to a willing heart.,no emotion
train,dailydialog-train-571,train-571,user,"Yes, mom. You are right. Nothing is impossible to a willing heart. I will keep going.",happiness
train,dailydialog-train-572,train-572,user,how did you do on your BELTS exam?,no emotion
train,dailydialog-train-572,train-572,system,fantastic! I got an overall score of eight.,happiness
train,dailydialog-train-572,train-572,user,that's excellent! Have you received your conditional offers yet?,no emotion
